Name,Type,Breed,Breed_Corrected,Color,Color_Corrected,Sex,Size,Date Of Birth,Impound Number,Kennel Number,Animal ID,Intake Date,Outcome Date,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Intake Condition,Outcome Condition,Intake Jurisdiction,Outcome Jurisdiction,Outcome Zip Code,Location,Count,Zip Codes
*AGATE,CAT,DOMESTIC SH,DOMESTIC SH,GRAY,GRAY,Spayed,KITTN,4/30/2023,K23-044837,WESTFARM,A417806,5/25/2023,7/20/2023,56,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.44366000000008, -122.72461629999998)",1,26075
*PEPPA,CAT,DOMESTIC SH,DOMESTIC SH,BLACK/WHITE,BLACK,Spayed,KITTN,4/16/2022,K22-042004,WESTFARM,A412489,7/16/2022,8/20/2022,35,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366000000008, -122.72461629999998)",1,26075
TOBY,DOG,BLACK/TAN HOUND/MIX,BLACK,TRICOLOR,TRICOLOR,Neutered,MED,4/2/2015,K21-039259,DA09,A405272,8/6/2021,12/2/2021,118,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,SCAS WEB,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,SANTA ROSA,95401,"95401(38.44366000000008, -122.72461629999998)",1,26075
*ANGIE,CAT,DOMESTIC SH,DOMESTIC SH,BLACK/WHITE,BLACK,Spayed,KITTN,6/1/2022,K22-041879,LOBBY,A412331,7/6/2022,8/24/2022,49,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95405,"95405(38.443415, -122.69178)",1,26078
HERA PRETTY PENNY,DOG,GREAT PYRENEES/LABRADOR RETR,GREAT PYRENEES,CREAM,CREAM,Spayed,LARGE,7/19/2021,K22-042754,DA17,A412328,10/7/2022,12/20/2022,74,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,OTH_MEDIA,HEALTHY,HEALTHY,COUNTY,COUNTY,95404,"95404(38.44511, -122.708)",1,26077
,OTHER,CHICKEN,CHICKEN,TRICOLOR,TRICOLOR,Unknown,SMALL,,K23-043875,CS06,A415512,2/11/2023,2/25/2023,14,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.44511, -122.708)",1,26077
,OTHER,CHICKEN,CHICKEN,BROWN,BROWN,Female,LARGE,,K23-045468,CS06,A419174,7/20/2023,8/3/2023,14,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.4127094, -122.7412153)",1,26079
*ANNE,CAT,DOMESTIC SH,DOMESTIC SH,BLACK/WHITE,BLACK,Spayed,KITTN,9/6/2020,K20-037581,WESTFARM,A401876,12/26/2020,1/13/2021,18,STRAY,PHONE,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.46382, -122.67058)",1,26080
*GEORGE,OTHER,RABBIT SH,RABBIT SH,WHITE,WHITE,Neutered,SMALL,8/6/2020,K22-042171,CA01,A412759,8/6/2022,5/24/2023,291,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.4127094, -122.7412153)",1,26079
*NICK,CAT,DOMESTIC SH,DOMESTIC SH,GRAY TABBY,GRAY TABBY,Neutered,KITTN,6/22/2021,K21-039551,WESTFARM,A406627,9/10/2021,9/30/2021,20,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.46382, -122.67058)",1,26080
HAMLET,OTHER,HAMSTER,HAMSTER,TAN,TAN,Male,SMALL,9/8/2020,K22-042483,49ERPET,A413195,9/9/2022,1/28/2023,141,OWNER SURRENDER,OVER THE COUNTER_OS,ADOPTION,MOB EVENT,TREATABLE/REHAB,HEALTHY,*PETALUMA,COUNTY,95403,"95403(38.47164440000006, -122.7398255)",1,26076
*PHEOBE,CAT,DOMESTIC SH,DOMESTIC SH,ORG TABBY,ORG TABBY,Spayed,SMALL,3/7/2020,K20-036995,WESTFARM,A400841,10/7/2020,11/19/2020,43,STRAY,FIELD,ADOPTION,WESTFARM,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95409,"95409(38.46382, -122.67058)",1,26080
*MARTIN,CAT,DOMESTIC SH,DOMESTIC SH,BRN TABBY/WHITE,BRN TABBY,Neutered,KITTN,4/11/2022,K22-042218,LOBBY,A412817,8/11/2022,8/26/2022,15,STRAY,PHONE,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)",1,26079
*SLEEPY,DOG,SIBERIAN HUSKY,SIBERIAN HUSKY,RED/WHITE,RED,Neutered,LARGE,10/14/2021,K23-044073,DA39,A416139,3/13/2023,7/5/2023,114,STRAY,FIELD,ADOPTION,SCAS WEB,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95446,"95446(38.503755, -122.993485)",1,23755
*RUBY,DOG,PIT BULL/MIX,PIT BULL,BR BRINDLE/WHITE,BR BRINDLE,Spayed,MED,1/15/2019,K22-040520,DA41,A408932,1/15/2022,3/18/2022,62,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541355, -122.80026)",1,31428
TALA,DOG,SIBERIAN HUSKY,SIBERIAN HUSKY,BLACK/WHITE,BLACK,Spayed,PUPPY,4/18/2021,K21-039077,DA01,A404368,7/17/2021,7/22/2021,5,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,PENDING,SANTA ROSA,OUT OF COUNTY,95451,"95451(38.9769509, -122.8339173)",1,31019
*WAFFLE,CAT,DOMESTIC SH,DOMESTIC SH,LYNX PT,LYNX PT,Spayed,KITTN,9/20/2021,K21-039954,RECEIVING,A407300,10/20/2021,12/3/2021,44,STRAY,PHONE,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,SANTA ROSA,*HEALDSBURG,95448,"95448(38.613965, -122.869825)",1,31016
STACEY,DOG,PIT BULL/MIX,PIT BULL,BLACK/WHITE,BLACK,Spayed,SMALL,5/16/2021,K21-040195,DA26,A408008,11/27/2021,1/19/2022,53,STRAY,PHONE,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,95403,"95403(38.47164440000006, -122.7398255)",1,26076
*ALBERT,OTHER,CALIFORNIAN/MIX,CALIFORNIAN,LILAC PT,LILAC PT,Neutered,SMALL,11/7/2016,K20-037262,CA01,A401290,11/7/2020,1/16/2021,70,STRAY,FIELD,ADOPTION,SCAS WEB,UNKNOWN,PENDING,COUNTY,SANTA ROSA,95405,"95405(38.443415, -122.69178)",1,26078
*PENELOPE,OTHER,RABBIT SH,RABBIT SH,WHITE/BROWN,WHITE,Spayed,SMALL,,K20-037205,CA01,A401169,10/29/2020,4/20/2021,173,STRAY,FIELD,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,SANTA ROSA,OUT OF COUNTY,95482,"95482(39.14502, -123.21137)",1,31041
BUTTONS,CAT,DOMESTIC SH,DOMESTIC SH,BLACK/WHITE,BLACK,Neutered,SMALL,1/7/2017,K20-035012,CA02,A395451,1/7/2020,1/18/2020,11,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)",1,26079
*CANDY,CAT,DOMESTIC SH,DOMESTIC SH,BLACK,BLACK,Spayed,KITTN,2/15/2021,K21-038611,WESTFARM,A405026,5/26/2021,6/9/2021,14,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)",1,26077
*MAX,CAT,DOMESTIC SH,DOMESTIC SH,GRAY,GRAY,Neutered,KITTN,12/23/2020,K21-039717,WESTFARM,A406892,9/29/2021,11/18/2021,50,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.44366000000008, -122.72461629999998)",1,26075
*BUBBA,CAT,DOMESTIC SH,DOMESTIC SH,WHITE/BLACK,WHITE,Neutered,KITTN,8/13/2021,K21-039922,WESTFARM,A407229,10/15/2021,11/6/2021,22,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.44366000000008, -122.72461629999998)",1,26075
NALA,DOG,SIBERIAN HUSKY,SIBERIAN HUSKY,WHITE/GRAY,WHITE,Spayed,LARGE,5/12/2019,K22-041048,DA03,A410844,4/6/2022,6/4/2022,59,STRAY,FIELD,ADOPTION,SCAS WEB,UNKNOWN,PENDING,SANTA ROSA,OUT OF COUNTY,94567,"94567(38.6982743, -122.37576)",1,888
ROYAL,DOG,PIT BULL/MIX,PIT BULL,BLACK/WHITE,BLACK,Neutered,PUPPY,2/2/2021,K21-038006,DS49,A402729,3/2/2021,4/9/2021,38,OWNER SURRENDER,FIELD_OS,ADOPTION,SCAS WEB,TREATABLE/REHAB,HEALTHY,COUNTY,OUT OF COUNTY,94580,"94580(37.6807645, -122.12431)",1,1172
MAIZE,CAT,DOMESTIC SH,DOMESTIC SH,ORG TABBY/WHITE,ORG TABBY,Spayed,SMALL,6/16/2014,K21-038834,CA02,A405455,6/23/2021,7/7/2021,14,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)",1,26077
,OTHER,PIG,PIG,BLACK/GRAY,BLACK,Unknown,SMALL,,K22-042810,AUC YARD,A413679,10/14/2022,11/4/2022,21,STRAY,FIELD,ADOPTION,SPEC EVENT,UNKNOWN,PENDING,COUNTY,COUNTY,94952,"94952(38.237, -122.640695)",1,11138
*ROGER,OTHER,HOTOT,HOTOT,WHITE,WHITE,Neutered,SMALL,2/23/2020,K20-037572,CA01,A401859,12/23/2020,6/16/2021,175,STRAY,PHONE,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)",1,26077
*DANNY,DOG,GERM SHEPHERD/MIX,GERM SHEPHERD,BROWN/BLACK,BROWN,Neutered,MED,3/27/2021,K21-039159,DA08,A406042,7/26/2021,9/18/2021,54,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.44366000000008, -122.72461629999998)",1,26075
*MARMALADE,CAT,DOMESTIC SH,DOMESTIC SH,BUFF/WHITE,BUFF,Spayed,SMALL,4/6/2022,K22-041886,LOBBY,A412340,7/6/2022,8/26/2022,51,CONFISCATE,FLD_EVICT,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)",1,26079
*HONEY,DOG,GERM SHEPHERD/BEAGLE,GERM SHEPHERD,BROWN/BLACK,BROWN,Spayed,PUPPY,5/4/2022,K23-044421,DA08,A416799,4/17/2023,5/13/2023,26,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,*PETALUMA,94954,"94954(38.263265, -122.641035)",1,11139
HASHI,DOG,GERM SHEPHERD/GREAT PYRENEES,GERM SHEPHERD,WHITE,WHITE,Neutered,LARGE,7/4/2022,K23-044165,RECEIVING,A416191,3/23/2023,7/8/2023,107,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95472,"95472(38.4007555, -122.8277055)",1,31039
RHODI,DOG,STAFFORDSHIRE,STAFFORDSHIRE,BR BRINDLE,BR BRINDLE,Spayed,MED,10/8/2021,K23-044201,DA30,A416397,3/27/2023,6/24/2023,89,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366000000008, -122.72461629999998)",1,26075
PIANO,CAT,DOMESTIC LH,DOMESTIC LH,BRN TABBY/WHITE,BRN TABBY,Spayed,SMALL,3/4/2015,K23-044008,SMM,A416003,3/4/2023,4/15/2023,42,STRAY,OVER THE COUNTER,ADOPTION,FINDER,HEALTHY,HEALTHY,COUNTY,COUNTY,95448,"95448(38.613965, -122.869825)",1,31016
*LILY,CAT,DOMESTIC SH,DOMESTIC SH,LYNX PT,LYNX PT,Spayed,KITTN,5/7/2023,K23-044868,LOBBY,A417891,5/30/2023,7/27/2023,58,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,COUNTY,*SEBASTOPOL,95472,"95472(38.4007555, -122.8277055)",1,31039
,OTHER,CHICKEN,CHICKEN,WHITE,WHITE,Female,SMALL,,K20-035182,SAL,A395821,1/27/2020,2/13/2020,17,STRAY,FIELD,ADOPTION,WALKIN,UNKNOWN,PENDING,SANTA ROSA,COUNTY,95403,"95403(38.47164440000006, -122.7398255)",1,26076
JACK,DOG,PARSON RUSS TER/MIX,PARSON RUSS TER,WHITE/BROWN,WHITE,Neutered,SMALL,,K21-038287,DA30,A342388,4/19/2021,6/29/2021,71,STRAY,FIELD,ADOPTION,SCAS WEB,UNKNOWN,PENDING,SANTA ROSA,*WINDSOR,95492,"95492(38.541355, -122.80026)",1,31428
*CELESTITE,CAT,DOMESTIC SH,DOMESTIC SH,GRAY TABBY/WHITE,GRAY TABBY,Spayed,KITTN,4/30/2023,K23-044834,LOBBY,A417803,5/25/2023,7/11/2023,47,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.44366000000008, -122.72461629999998)",1,26075
*JAMBALYA,OTHER,HAMSTER,HAMSTER,AGOUTI,AGOUTI,Female,SMALL,11/1/2022,K23-044225,LOBBY,A416434,3/30/2023,5/9/2023,40,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.47164440000006, -122.7398255)",1,26076
*SIRON,DOG,SIBERIAN HUSKY,SIBERIAN HUSKY,BLACK/WHITE,BLACK,Neutered,MED,5/20/2020,K21-038807,DA36,A405374,6/14/2021,9/15/2021,93,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.47164440000006, -122.7398255)",1,26076
ASPEN,DOG,GERM SHEPHERD/MIX,GERM SHEPHERD,BROWN/BLACK,BROWN,Neutered,LARGE,9/17/2021,K22-042553,DA14,A413295,9/17/2022,10/22/2022,35,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366000000008, -122.72461629999998)",1,26075
*KEVIN,CAT,DOMESTIC SH,DOMESTIC SH,GRAY,GRAY,Neutered,SMALL,7/23/2022,K22-043260,LOBBY,A414309,12/1/2022,12/13/2022,12,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366000000008, -122.72461629999998)",1,26075
*MOCHA,OTHER,GUINEA PIG,GUINEA PIG,SILVER,SILVER,Male,SMALL,4/15/2021,K23-044406,LOBBY,A416759,4/15/2023,5/27/2023,42,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,95444,"95444(38.43463, -122.868295)",1,23753
*MITEY MITE,CAT,DOMESTIC SH,DOMESTIC SH,BLACK,BLACK,Neutered,KITTN,5/22/2023,K23-045014,LOBBY,A418220,6/13/2023,8/5/2023,53,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.47164440000006, -122.7398255)",1,26076
*BERT,DOG,CHIHUAHUA SH,CHIHUAHUA SH,BLACK,BLACK,Neutered,SMALL,1/11/2022,K23-043568,DA43,A414852,1/11/2023,2/4/2023,24,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)",1,26077
*JUNE,CAT,DOMESTIC SH,DOMESTIC SH,BLACK/WHITE,BLACK,Spayed,KITTN,12/20/2019,K20-035424,LOBBY,A396311,2/20/2020,3/6/2020,15,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541355, -122.80026)",1,31428
*TWYLA,CAT,DOMESTIC SH,DOMESTIC SH,GRAY TABBY/WHITE,GRAY TABBY,Spayed,KITTN,8/3/2020,K20-036713,WESTFARM,A400378,9/11/2020,11/3/2020,53,STRAY,PHONE,ADOPTION,WESTFARM,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95403,"95403(38.47164440000006, -122.7398255)",1,26076
WORM,CAT,DOMESTIC SH,DOMESTIC SH,BRN TABBY/WHITE,BRN TABBY,Neutered,SMALL,10/29/2017,K22-042994,SMM,A413966,10/29/2022,11/8/2022,10,STRAY,OVER THE COUNTER,ADOPTION,FINDER,UNKNOWN,TREATABLE/REHAB,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)",1,26077
CRACKER JACK,DOG,CHIHUAHUA SH,CHIHUAHUA SH,BROWN/WHITE,BROWN,Neutered,PUPPY,12/13/2019,K20-035404,LOBBY,A396289,2/20/2020,2/26/2020,6,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INSTAGRAM,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.44511, -122.708)",1,26077
*NAN,CAT,DOMESTIC SH,DOMESTIC SH,GRAY TABBY,GRAY TABBY,Spayed,SMALL,7/25/2022,K23-043694,LOBBY,A415164,1/25/2023,3/11/2023,45,STRAY,OVER THE COUNTER,ADOPTION,REFERRAL-O,HEALTHY,HEALTHY,SANTA ROSA,*PETALUMA,94954,"94954(38.263265, -122.641035)",1,11139
WILLIE,CAT,DOMESTIC SH,DOMESTIC SH,ORANGE/WHITE,ORANGE,Neutered,SMALL,3/4/2018,K21-038513,CA02,A404738,5/14/2021,8/28/2021,106,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,COUNTY,94951,"94951(38.294195, -122.670365)",1,1844
*DRAGOMAR,DOG,GERM SHEPHERD,GERM SHEPHERD,BLACK,BLACK,Neutered,LARGE,6/1/2021,K22-040620,DA26,A409381,1/28/2022,4/23/2022,85,STRAY,PHONE,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95448,"95448(38.613965, -122.869825)",1,31016
*TIMBO,CAT,DOMESTIC SH,DOMESTIC SH,GRAY TABBY/WHITE,GRAY TABBY,Neutered,SMALL,10/13/2020,K21-039909,WESTFARM,A407172,10/13/2021,11/27/2021,45,STRAY,PHONE,ADOPTION,WESTFARM,UNKNOWN,PENDING,SANTA ROSA,COUNTY,95401,"95401(38.44366000000008, -122.72461629999998)",1,26075
*GALENA,CAT,DOMESTIC SH,DOMESTIC SH,GRAY,GRAY,Spayed,KITTN,5/1/2023,K23-044835,CA03,A417804,5/25/2023,7/20/2023,56,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95405,"95405(38.443415, -122.69178)",1,26078
*GROGU,CAT,DOMESTIC SH,DOMESTIC SH,ORG TABBY/WHITE,ORG TABBY,Neutered,SMALL,4/6/2022,K22-041889,LOBBY,A412343,7/6/2022,8/4/2022,29,CONFISCATE,FLD_EVICT,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95448,"95448(38.613965, -122.869825)",1,31016
NEO,CAT,DOMESTIC SH,DOMESTIC SH,BLACK/WHITE,BLACK,Neutered,KITTN,6/10/2021,K21-039122,CA02,A405986,7/23/2021,12/7/2021,137,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)",1,26079
*CHEETOH,OTHER,CANARY,CANARY,ORANGE/YELLOW,ORANGE,Male,SMALL,,K22-041557,LOBBY,A411874,6/7/2022,6/29/2022,22,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94945,"94945(38.1108723, -122.5692109)",1,1839
*JEWEL,CAT,DOMESTIC SH,DOMESTIC SH,TORTIE,TORTIE,Spayed,KITTN,4/5/2021,K21-038732,CA03,A405220,6/5/2021,6/10/2021,5,STRAY,PHONE,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,COUNTY,SANTA ROSA,95409,"95409(38.46382, -122.67058)",1,26080
STANLEY,CAT,DOMESTIC SH,DOMESTIC SH,WHITE/GRAY,WHITE,Neutered,SMALL,10/1/2014,K21-039028,CA02,A320928,7/13/2021,12/1/2021,141,STRAY,PHONE,ADOPTION,SCAS WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95405,"95405(38.443415, -122.69178)",1,26078
*JEFF,CAT,DOMESTIC SH,DOMESTIC SH,BLACK,BLACK,Neutered,KITTN,7/1/2022,K22-042410,LOBBY,A413091,8/31/2022,9/24/2022,24,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)",1,26079
,OTHER,ARAUCANA,ARAUCANA,YELLOW/BLACK,YELLOW,Female,SMALL,,K21-038736,SAL,A405224,6/5/2021,6/18/2021,13,STRAY,FIELD,ADOPTION,WALKIN,UNKNOWN,PENDING,SANTA ROSA,*HEALDSBURG,95448,"95448(38.613965, -122.869825)",1,31016
*GINNY,DOG,GERM SHEPHERD,GERM SHEPHERD,BROWN/BLACK,BROWN,Spayed,MED,3/14/2020,K23-044144,DA43,A415806,3/21/2023,4/15/2023,25,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,REFERRAL-F,UNKNOWN,HEALTHY,*HEALDSBURG,*WINDSOR,95492,"95492(38.541355, -122.80026)",1,31428
*PORSCHE,DOG,DACHSHUND,DACHSHUND,BROWN,BROWN,Spayed,SMALL,3/3/2017,K20-035376,DA47,A396229,2/18/2020,3/4/2020,15,STRAY,FIELD,ADOPTION,SCAS WEB,UNKNOWN,PENDING,SANTA ROSA,COUNTY,95407,"95407(38.4127094, -122.7412153)",1,26079
ARROW,DOG,BELG MALINOIS/MIX,BELG MALINOIS,BLACK/TAN,BLACK,Spayed,MED,1/7/2018,K21-039083,RECEIVING,A405809,7/17/2021,9/24/2021,69,OWNER SURRENDER,OVER THE COUNTER_OS,ADOPTION,REFERRAL-V,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366000000008, -122.72461629999998)",1,26075
MUFASA,CAT,DOMESTIC MH,DOMESTIC MH,ORG TABBY,ORG TABBY,Neutered,MED,6/20/2021,K22-043184,LOBBY,A414223,11/22/2022,12/29/2022,37,STRAY,FIELD,ADOPTION,WALKIN,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,*WINDSOR,95492,"95492(38.541355, -122.80026)",1,31428
COOPER,DOG,PARSON RUSS TER,PARSON RUSS TER,TAN,TAN,Neutered,SMALL,6/16/2021,K23-045062,DA42,A418370,6/16/2023,7/7/2023,21,STRAY,FLD_STRAY,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,94951,"94951(38.294195, -122.670365)",1,1844
*CHRIS,CAT,DOMESTIC SH,DOMESTIC SH,WHITE/BLACK,WHITE,Neutered,SMALL,7/11/2018,K20-036178,WESTFARM,A398849,7/11/2020,9/4/2020,55,STRAY,FIELD,ADOPTION,WESTFARM,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366000000008, -122.72461629999998)",1,26075
MOLLY,DOG,CHIHUAHUA SH/MIX,CHIHUAHUA SH,WHITE/TAN,WHITE,Spayed,SMALL,3/7/2020,K22-040695,DS91,A409991,2/12/2022,3/15/2022,31,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)",1,26077
ULA,DOG,GERM SHEPHERD,GERM SHEPHERD,BLACK/TAN,BLACK,Spayed,LARGE,8/3/2015,K22-043249,DA08,A412080,12/1/2022,5/4/2023,154,ADOPTION RETURN,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,*WINDSOR,SANTA ROSA,95409,"95409(38.46382, -122.67058)",1,26080
MYA,DOG,ALASKAN HUSKY,ALASKAN HUSKY,WHITE/GRAY,WHITE,Spayed,MED,12/17/2019,K21-040328,DA08,A408465,12/17/2021,3/5/2022,78,STRAY,FIELD,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,SANTA ROSA,OUT OF COUNTY,94608,"94608(37.84288, -122.2856)",1,1485
*DASH,DOG,SIBERIAN HUSKY/AUST SHEPHERD,SIBERIAN HUSKY,BLACK/WHITE,BLACK,Neutered,LARGE,6/25/2019,K21-038655,DA40,A405104,6/1/2021,10/20/2021,141,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95405,"95405(38.443415, -122.69178)",1,26078
NEO,CAT,DOMESTIC SH,DOMESTIC SH,BLACK/WHITE,BLACK,Neutered,KITTN,6/10/2021,K21-040262,LOBBY,A405986,12/9/2021,12/10/2021,1,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.44511, -122.708)",1,26077
MITTENS,CAT,DOMESTIC SH,DOMESTIC SH,BRN TABBY/WHITE,BRN TABBY,Neutered,SMALL,4/14/2022,K23-044400,CA02,A416740,4/14/2023,5/4/2023,20,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928,"94928(38.349330000000066, -122.69227999999998)",1,1829
*LADY GAGA,CAT,DOMESTIC SH/ABYSSINIAN,DOMESTIC SH,BRN TABBY,BRN TABBY,Spayed,KITTN,5/23/2022,K22-042152,LOBBY,A412726,8/4/2022,9/22/2022,49,STRAY,PHONE,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,*WINDSOR,95492,"95492(38.541355, -122.80026)",1,31428
*HERMAN,DOG,SC WHEAT TERR/MIX,SC WHEAT TERR,TAN/WHITE,TAN,Neutered,PUPPY,12/13/2019,K20-035378,DA05,A396231,2/18/2020,3/14/2020,25,STRAY,FIELD,ADOPTION,WALKIN,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95403,"95403(38.47164440000006, -122.7398255)",1,26076
TRIXIE,DOG,YORKSHIRE TERR/MIX,YORKSHIRE TERR,TAN,TAN,Neutered,SMALL,10/26/2016,K21-039650,DS87,A406753,9/16/2021,10/27/2021,41,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366000000008, -122.72461629999998)",1,26075
